ID,Ticker,DateKey,AccountsPayable,AccountsReceivable,Addlincomeexpenseitems,AfterTaxROE,CapitalExpenditures,CapitalSurplus,CashRatio,CashandCashEquivalents,ChangesinInventories,CommonStocks,CostofRevenue,CurrentRatio,DeferredAssetCharges,DeferredLiabilityCharges,Depreciation,EarningsBeforeInterestandTax,EarningsBeforeTax,EffectofExchangeRate,EquityEarningsLossUnconsolidatedSubsidiary,FixedAssets,Goodwill,GrossMargin,GrossProfit,IncomeTax,IntangibleAssets,InterestExpense,Inventory,Investments,Liabilities,LongTermDebt,LongTermInvestments,MinorityInterest,MiscStocks,NetBorrowings,NetCashFlow,NetCashFlowOperating,NetCashFlowsFinancing,NetCashFlowsInvesting,NetIncome,NetIncomeAdjustments,NetIncomeApplicabletoCommonShareholders,NetIncomeContOperations,NetReceivables,NonRecurringItems,OperatingIncome,OperatingMargin,OtherAssets,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquity,OtherFinancingActivities,OtherInvestingActivities,OtherLiabilities,OtherOperatingActivities,OtherOperatingItems,PreTaxMargin,PreTaxROE,ProfitMargin,QuickRatio,ResearchandDevelopment,RetainedEarnings,SaleandPurchaseofStock,SalesGeneralandAdmin.,ShortTermDebtCurrentPortionofLongTermDebt,ShortTermInvestments,TotalAssets,TotalCurrentAssets,TotalCurrentLiabilities,TotalEquity,TotalLiabilities,TotalLiabilitiesEquity,TotalRevenue,TreasuryStock,ForYear,EarningsPerShare,EstimatedSharesOutstanding,Fund_ID,Broker_ID
1432,SPG,31-12-2014,2426844000.0,-6730000,2650000,32,-796736000,9422237000.0,,612282000.0,0,31000.0,882803000.0,,1806789000,0,1285784000,2387992000,1395391000,0,226774000,22367785000.0,0.0,82,3988015000.0,0,0.0,992601000,0,-276885000.0,-29577000,20852993000.0,4165277000.0,858328000,25537000,-692897000,-1104581000,2730420000.0,-2937735000.0,-897266000.0,1651526000,-105014000,1405251000,1622165000,580197000,12001000,2385342000,49,0.0,0,0.0,-61041000,-161349000,176355000,275451000.0,-65569000,1143827000,29,27,34,,0,-4208183000.0,-185072000,446845000,0.0,0.0,29532330000.0,0.0,0,5093177000.0,24439153000.0,29532330000.0,4870818000.0,-103929000.0,2014.0,4.52,365381858.4,55,5
1433,SPG,31-12-2015,2692345000.0,9918000,109393000,48,-1020924000,9384450000.0,,701134000.0,0,31000.0,960192000.0,,1352259000,0,1239214000,2778266000,1854569000,0,284806000,23547738000.0,0.0,82,4305911000.0,0,0.0,923697000,0,-474811000.0,35542000,22502173000.0,4424937000.0,744905000,25537000,1356647000,88852000,3024685000.0,-1473113000.0,-1462720000.0,2139375000,-276687000,1824383000,2139375000,624605000,6635000,2668873000,51,0.0,0,0.0,-252686000,-120953000,33015000,214249000.0,-122677000,1177568000,35,41,41,,0,-4266930000.0,-504725000,452835000,0.0,0.0,30650673000.0,0.0,0,4471464000.0,26179209000.0,30650673000.0,5266103000.0,-437134000.0,2015.0,5.88,363839285.7,94,44
1434,SPGI,31-12-2013,648000000.0,-35000000,0,106,-117000000,447000000.0,66.0,1542000000.0,0,412000000.0,0.0,124.0,0,206000000,137000000,1358000000,1299000000,0,0,249000000.0,1409000000.0,100,4702000000.0,425000000,1033000000.0,59000000,0,-17000000.0,-74000000,799000000.0,0.0,43000000,810000000,-457000000,782000000,782000000.0,-1743000000.0,-130000000.0,1376000000,-335000000,1376000000,874000000,1057000000,0,1358000000,29,429000000.0,324000000,1724000000.0,-196000000,-12000000,4000000,530000000.0,1496000000,137000000,28,100,29,124.0,0,7384000000.0,-934000000,3207000000,0.0,18000000.0,6061000000.0,2941000000.0,2372000000,1301000000.0,4760000000.0,6061000000.0,4702000000.0,-6746000000.0,2013.0,5.01,274650698.6,11,11
1435,SPGI,31-12-2014,2264000000.0,-9000000,-9000000,24,-92000000,493000000.0,64.0,2497000000.0,0,412000000.0,0.0,101.0,0,40000000,134000000,113000000,54000000,-65000000,0,206000000.0,1387000000.0,100,5051000000.0,245000000,1004000000.0,59000000,0,15000000.0,-103000000,795000000.0,0.0,51000000,810000000,0,955000000,1209000000.0,-462000000.0,-65000000.0,-115000000,1355000000,-115000000,-191000000,1292000000,0,113000000,2,214000000.0,170000000,1656000000.0,-514000000,-11000000,12000000,669000000.0,183000000,134000000,1,11,2,101.0,0,6946000000.0,-169000000,4795000000,0.0,3000000.0,6773000000.0,3962000000.0,3920000000,488000000.0,6285000000.0,6773000000.0,5051000000.0,-6849000000.0,2014.0,-0.42,273809523.8,89,39
1436,SPGI,31-12-2015,766000000.0,-118000000,11000000,596,-139000000,475000000.0,51.0,1481000000.0,0,412000000.0,0.0,113.0,0,0,157000000,1917000000,1815000000,-67000000,0,270000000.0,2882000000.0,100,5313000000.0,547000000,1522000000.0,102000000,0,-4000000.0,-1665000000,3468000000.0,0.0,49000000,920000000,2817000000,-1016000000,195000000.0,1510000000.0,-2525000000.0,1156000000,531000000,1156000000,1268000000,1100000000,0,1917000000,36,213000000.0,709000000,1999000000.0,-600000000,-5000000,-2382000000,644000000.0,-107000000,157000000,34,936,22,113.0,0,7636000000.0,-904000000,3250000000,143000000.0,6000000.0,8183000000.0,3296000000.0,2908000000,194000000.0,7989000000.0,8183000000.0,5313000000.0,-7729000000.0,2015.0,4.26,271361502.3,64,14
1442,SRCL,31-12-2012,196878000.0,-4329000,35000,17,-65236000,116720000.0,10.0,31324000.0,0,860000.0,1055844000.0,133.0,0,359780000,76283000,468871000,417197000,1819000,0,335870000.0,2065103000.0,45,857305000.0,147256000,667471000.0,51674000,0,-89000.0,25874000,1268303000.0,0.0,15530000,0,-131267000,12149000,390784000.0,-91526000.0,-288928000.0,267996000,16152000,267996000,267996000,345241000,0,468836000,25,37008000.0,64218000,46401000.0,-39064000,0,-223603000,30272000.0,6863000,31652000,22,27,14,133.0,0,1463277000.0,16433000,356817000,87781000.0,503000.0,3546738000.0,441286000.0,331060000,1541793000.0,2004945000.0,3546738000.0,1913149000.0,0.0,2012.0,3.14,85349044.59,5,5
1443,SRCL,31-12-2013,196591000.0,-54767000,-2630000,18,-73109000,195110000.0,16.0,67167000.0,0,855000.0,1178173000.0,130.0,0,396119000,88408000,532989000,477746000,-1809000,0,358967000.0,2231582000.0,45,964634000.0,164662000,720035000.0,55243000,0,73000.0,3235000,1280663000.0,0.0,17077000,0,-30791000,32507000,405307000.0,-136019000.0,-234972000.0,311372000,32337000,311372000,311372000,407027000,0,535619000,25,37124000.0,65658000,69213000.0,-56468000,0,-161936000,27469000.0,23010000,38405000,22,27,15,130.0,0,1610964000.0,-121355000,390610000,150380000.0,413000.0,3887973000.0,540265000.0,416184000,1750461000.0,2137512000.0,3887973000.0,2142807000.0,0.0,2013.0,3.62,86014364.64,52,2
1444,SRCL,31-12-2014,246339000.0,-34116000,-2626000,17,-86496000,289211000.0,5.0,22236000.0,0,849000.0,1461190000.0,120.0,0,403847000,104616000,553710000,487568000,-608000,0,460408000.0,2418832000.0,43,1094411000.0,159422000,909645000.0,66142000,0,-1957000.0,16584000,1527246000.0,0.0,22173000,0,101740000,-44931000,448500000.0,-30049000.0,-462774000.0,326456000,25349000,326456000,326456000,465473000,0,556336000,22,32523000.0,63805000,82599000.0,-138419000,0,-374321000,64117000.0,7921000,48138000,19,26,13,120.0,0,1743371000.0,-142214000,489937000,131969000.0,380000.0,4373302000.0,551894000.0,460907000,1895012000.0,2478290000.0,4373302000.0,2555601000.0,0.0,2014.0,3.84,85014583.33,9,9
1445,SRCL,31-12-2015,346531000.0,-55890000,793000,10,-114761000,1143020000.0,9.0,55634000.0,0,849000.0,1719723000.0,130.0,0,608272000,127412000,488405000,410907000,-4234000,0,665602000.0,3758177000.0,42,1266185000.0,142894000,1842561000.0,77498000,0,294000.0,47811000,3052639000.0,0.0,17947000,0,1622419000,33398000,390328000.0,2181208000.0,-2533904000.0,267046000,2026000,256940000,267046000,614494000,0,487612000,16,49282000.0,91631000,79409000.0,-282631000,0,-2419437000,81352000.0,956000,65770000,14,15,9,130.0,0,1868645000.0,576448000,712803000,161409000.0,69000.0,7077450000.0,761828000.0,587349000,2729891000.0,4347559000.0,7077450000.0,2985908000.0,0.0,2015.0,3.02,88425827.81,74,24
1446,SRE,31-12-2012,1713000000.0,0,-123000000,8,-2956000000,0.0,12.0,521000000.0,0,2217000000.0,6646000000.0,87.0,0,3505000000,1090000000,1429000000,936000000,8000000,43000000,25191000000.0,1111000000.0,31,3001000000.0,59000000,436000000.0,493000000,408000000,-169000000.0,130000000,11765000000.0,2446000000.0,381000000,20000000,1938000000,223000000,2018000000.0,1355000000.0,-3158000000.0,865000000,289000000,859000000,865000000,1761000000,0,1552000000,16,3620000000.0,1005000000,1197000000.0,-376000000,-21000000,-33000000,6209000000.0,-411000000,1090000000,10,9,9,77.0,0,8441000000.0,55000000,359000000,1348000000.0,0.0,36499000000.0,3695000000.0,4258000000,10282000000.0,26138000000.0,36420000000.0,9647000000.0,0.0,2012.0,3.56,242977528.1,16,16
1447,SRE,31-12-2013,1862000000.0,273000000,274000000,9,-2572000000,0.0,21.0,928000000.0,-116000000,2409000000.0,7186000000.0,91.0,0,4243000000,1113000000,1958000000,1399000000,-4000000,55000000,25460000000.0,1024000000.0,32,3371000000.0,366000000,426000000.0,559000000,287000000,684000000.0,-243000000,11408000000.0,2648000000.0,822000000,20000000,549000000,429000000,1784000000.0,338000000.0,-1689000000.0,1009000000,203000000,1001000000,1009000000,1912000000,0,1684000000,16,3689000000.0,870000000,760000000.0,-228000000,-40000000,199000000,5374000000.0,-534000000,1113000000,13,13,10,85.0,0,8827000000.0,509000000,574000000,1747000000.0,0.0,37244000000.0,3997000000.0,4369000000,11008000000.0,26236000000.0,37244000000.0,10557000000.0,0.0,2013.0,4.1,246097561.0,31,31
1448,SRE,31-12-2014,2010000000.0,-44000000,221000000,10,-3123000000,0.0,11.0,581000000.0,133000000,2484000000.0,7689000000.0,83.0,0,4399000000,1156000000,1997000000,1443000000,-7000000,119000000,25902000000.0,931000000.0,30,3346000000.0,300000000,415000000.0,554000000,396000000,-257000000.0,-29000000,12230000000.0,4196000000.0,754000000,20000000,1650000000,-334000000,2161000000.0,854000000.0,-3342000000.0,1162000000,118000000,1161000000,1162000000,1782000000,0,1776000000,16,4023000000.0,1425000000,802000000.0,-497000000,-37000000,38000000,5853000000.0,-435000000,1156000000,13,13,11,75.0,0,9339000000.0,-56000000,414000000,2257000000.0,0.0,39651000000.0,4184000000.0,5069000000,11326000000.0,28325000000.0,39651000000.0,11035000000.0,0.0,2014.0,4.72,246186440.7,71,21
1449,SRE,31-12-2015,2015000000.0,99000000,225000000,11,-3156000000,0.0,9.0,430000000.0,-65000000,2621000000.0,6648000000.0,63.0,0,4605000000,1250000000,2161000000,1600000000,-14000000,189000000,28039000000.0,819000000.0,35,3583000000.0,341000000,404000000.0,561000000,298000000,277000000.0,130000000,13283000000.0,4499000000.0,750000000,20000000,516000000,-167000000,2905000000.0,-173000000.0,-2885000000.0,1350000000,-492000000,1349000000,1350000000,1509000000,0,1936000000,19,4498000000.0,654000000,1012000000.0,-806000000,35000000,-6000000,6071000000.0,535000000,1250000000,16,14,13,56.0,0,9994000000.0,-22000000,397000000,1585000000.0,0.0,41150000000.0,2891000000.0,4612000000,11809000000.0,29341000000.0,41150000000.0,10231000000.0,0.0,2015.0,5.43,248618784.5,89,39
1450,STI,31-12-2012,0.0,0,-16000000,9,-206000000,9174000000.0,,36437000000.0,0,550000000.0,429000000.0,,0,0,757000000,3132000000,2796000000,0,0,1828000000.0,6369000000.0,0,0.0,812000000,956000000.0,336000000,0,4373000000.0,-1053000000,1176000000.0,151000000000.0,0,0,-7744000000,3748000000,2013000000.0,-3005000000.0,4740000000.0,1958000000,-846000000,1931000000,1958000000,0,165000000,0,0,5157000000.0,0,132000000000.0,309000000,4420000000,573000000,4114000000.0,807000000,1441000000,25,13,17,,0,10817000000.0,438000000,6073000000,5494000000.0,0.0,173000000000.0,0.0,0,20985000000.0,152000000000.0,173000000000.0,11240000000.0,-590000000.0,2012.0,3.62,540883977.9,23,23
1451,STI,31-12-2013,0.0,0,0,6,-200000000,9115000000.0,,32845000000.0,0,550000000.0,291000000.0,,0,0,708000000,1927000000,1683000000,0,0,1565000000.0,6369000000.0,0,0.0,322000000,1334000000.0,244000000,0,-9212000000.0,-846000000,1181000000.0,155000000000.0,0,0,4654000000,-2994000000,4210000000.0,1739000000.0,-8943000000.0,1344000000,642000000,1297000000,1344000000,0,0,0,0,5690000000.0,0,130000000000.0,-289000000,-2540000000,469000000,3534000000.0,-529000000,576000000,20,8,16,,0,11936000000.0,-150000000,5808000000,8739000000.0,0.0,175000000000.0,0.0,0,21422000000.0,154000000000.0,175000000000.0,8602000000.0,-615000000.0,2013.0,2.43,553086419.8,28,28
1452,STI,31-12-2014,0.0,0,0,8,-147000000,9089000000.0,,34999000000.0,0,550000000.0,235000000.0,,0,0,693000000,2587000000,2278000000,0,0,1508000000.0,6337000000.0,0,0.0,493000000,1219000000.0,309000000,0,-9686000000.0,-444000000,1227000000.0,167000000000.0,0,0,2968000000,2966000000,-1182000000.0,13421000000.0,-9273000000.0,1774000000,-3171000000,1722000000,1774000000,0,0,0,0,5656000000.0,0,141000000000.0,-122000000,10824000000,560000000,3321000000.0,-45000000,367000000,26,10,20,,0,13295000000.0,38000000,5518000000,9186000000.0,0.0,190000000000.0,0.0,0,23005000000.0,167000000000.0,190000000000.0,8707000000.0,-1032000000.0,2014.0,3.26,544171779.1,58,8
1453,STI,31-12-2015,0.0,0,0,8,-186000000,9094000000.0,,33424000000.0,0,550000000.0,219000000.0,,0,0,786000000,2989000000,2707000000,0,0,1502000000.0,6337000000.0,0,0.0,764000000,1325000000.0,282000000,0,-5381000000.0,-190000000,1263000000.0,170000000000.0,0,0,-8892000000,-2630000000,3496000000.0,-810000000.0,-5316000000.0,1933000000,-328000000,1863000000,1933000000,0,0,0,0,5582000000.0,0,150000000000.0,-460000000,9300000000,251000000,3198000000.0,-407000000,205000000,32,12,23,,0,14686000000.0,-679000000,5120000000,4627000000.0,0.0,191000000000.0,0.0,0,23437000000.0,167000000000.0,191000000000.0,8533000000.0,-1658000000.0,2015.0,3.62,533977900.6,61,11
1454,STT,31-12-2013,19194000000.0,-153000000,0,10,-388000000,9776000000.0,,191000000000.0,0,504000000.0,0.0,,0,0,675000000,3077000000,2666000000,0,0,1860000000.0,6036000000.0,0,0.0,616000000,2360000000.0,0,0,-13836000000.0,133000000,0.0,131000000000.0,0,0,1196000000,630000000,-2024000000.0,16739000000.0,-14085000000.0,2050000000,-197000000,2016000000,2050000000,2123000000,104000000,0,0,25990000000.0,0,182000000000.0,-95000000,18137000000,139000000,0.0,-4532000000,220000000,26,13,20,,0,13395000000.0,-2108000000,6874000000,11752000000.0,0.0,243000000000.0,0.0,0,20378000000.0,223000000000.0,243000000000.0,10275000000.0,-3693000000.0,2013.0,4.71,435244161.4,34,34
1455,STT,31-12-2014,20382000000.0,-119000000,0,9,-427000000,9791000000.0,,211000000000.0,0,504000000.0,0.0,,0,0,699000000,2829000000,2437000000,0,0,1937000000.0,5826000000.0,0,0.0,415000000,2025000000.0,0,0,-28214000000.0,-635000000,0.0,132000000000.0,0,0,1781000000,-1365000000,-561000000.0,27688000000.0,-28492000000.0,2022000000,-2067000000,1958000000,2022000000,2242000000,133000000,0,0,32600000000.0,0,209000000000.0,-507000000,26844000000,149000000,0.0,-461000000,232000000,23,11,19,,0,14737000000.0,-398000000,7472000000,13327000000.0,0.0,274000000000.0,0.0,0,21328000000.0,253000000000.0,274000000000.0,10666000000.0,-5158000000.0,2014.0,4.65,434838709.7,47,47
1456,STT,31-12-2015,14643000000.0,-104000000,0,9,-703000000,9746000000.0,,181000000000.0,0,504000000.0,0.0,,0,0,801000000,2698000000,2298000000,0,0,1894000000.0,5671000000.0,0,0.0,318000000,1768000000.0,0,0,25625000000.0,-48000000,0.0,120000000000.0,32000000,0,-5246000000,-648000000,-1403000000.0,-24240000000.0,24995000000.0,1980000000,820000000,1848000000,1980000000,2346000000,25000000,0,0,33903000000.0,0,192000000000.0,-1442000000,-17343000000,73000000,0.0,-4927000000,209000000,21,11,18,,0,16049000000.0,-996000000,7828000000,6253000000.0,0.0,245000000000.0,0.0,0,21103000000.0,224000000000.0,245000000000.0,10760000000.0,-6457000000.0,2015.0,4.53,437086092.7,13,13
1458,STX,28-06-2013,2608000000.0,933000000,-46000000,53,-786000000,5286000000.0,88.0,1809000000.0,102000000,0.0,10411000000.0,207.0,456000000,0,873000000,2045000000,1831000000,1000000,0,2269000000.0,476000000.0,27,3940000000.0,-7000000,405000000.0,214000000,854000000,-17000000.0,-722000000,2774000000.0,0.0,11000000,0,-238000000,1000000,3047000000.0,-2222000000.0,-825000000.0,1838000000,62000000,1838000000,1838000000,1785000000,2000000,2091000000,15,225000000.0,484000000,0.0,-13000000,-71000000,-22000000,352000000.0,-39000000,79000000,13,52,13,175.0,1133000000,-1778000000.0,-1395000000,635000000,3000000.0,480000000.0,9243000000.0,5412000000.0,2611000000,3495000000.0,5748000000.0,9243000000.0,14351000000.0,0.0,2013.0,4.97,369818913.5,81,31
1459,STX,27-06-2014,2398000000.0,221000000,-25000000,55,-559000000,5511000000.0,111.0,2638000000.0,-20000000,0.0,9878000000.0,241.0,499000000,0,879000000,1751000000,1556000000,1000000,0,2136000000.0,537000000.0,28,3846000000.0,-14000000,359000000.0,195000000,985000000,553000000.0,-325000000,3920000000.0,0.0,0,0,1056000000,926000000,2558000000.0,-1311000000.0,-322000000.0,1570000000,110000000,1570000000,1570000000,1855000000,24000000,1776000000,13,184000000.0,279000000,0.0,-2000000,-5000000,-316000000,342000000.0,123000000,98000000,11,55,11,200.0,1226000000,-2677000000.0,-1805000000,722000000,0.0,20000000.0,9492000000.0,5777000000.0,2398000000,2832000000.0,6660000000.0,9492000000.0,13724000000.0,0.0,2014.0,4.66,336909871.2,46,46
1461,STX,01-07-2016,2249000000.0,464000000,22000000,16,-587000000,5929000000.0,50.0,1125000000.0,145000000,0.0,8545000000.0,157.0,616000000,0,815000000,467000000,274000000,-3000000,0,2160000000.0,1237000000.0,23,2615000000.0,26000000,448000000.0,193000000,868000000,1000000.0,-144000000,4130000000.0,0.0,0,0,-22000000,-1354000000,1680000000.0,-1820000000.0,-1211000000.0,248000000,153000000,248000000,248000000,1318000000,175000000,445000000,4,258000000.0,216000000,0.0,-25000000,-60000000,-625000000,280000000.0,-1000000,123000000,2,17,2,118.0,1237000000,-4311000000.0,-1011000000,635000000,0.0,6000000.0,8252000000.0,3533000000.0,2249000000,1593000000.0,6659000000.0,8252000000.0,11160000000.0,0.0,2016.0,0.83,298795180.7,89,39
1462,STZ,28-02-2013,650300000.0,-38900000,-12500000,14,-62100000,1907100000.0,49.0,331500000.0,-90000000,2700000.0,1687800000.0,365.0,0,599600000,120200000,743500000,516400000,-5100000,233100000,1229000000.0,2722300000.0,40,1108300000.0,128600000,871400000.0,227100000,1480900000,0.0,70800000,3277800000.0,0.0,0,0,512800000,245700000,556300000.0,-98700000.0,-206800000.0,387800000,100100000,387800000,620900000,471900000,0,522900000,19,344200000.0,186900000,0.0,132100000,-500000,-144700000,222500000.0,6300000,0,18,18,14,146.0,0,2495100000.0,-220300000,585400000,27600000.0,0.0,7638100000.0,2471200000.0,677900000,2860300000.0,4777800000.0,7638100000.0,2796100000.0,-1676700000.0,2013.0,,,100,50
1463,STZ,28-02-2014,1378500000.0,36500000,0,39,-223500000,2116600000.0,3.0,63900000.0,-41100000,2800000.0,2876000000.0,136.0,0,762600000,166900000,2525500000,2202300000,-7000000,1729800000,2014300000.0,6146800000.0,41,1991700000.0,259200000,3231100000.0,323200000,1743800000,0.0,3300000,6373300000.0,0.0,0,0,3685900000,-267600000,826200000.0,3777000000.0,-4863800000.0,1943100000,-1249600000,1943100000,3672900000,626200000,300900000,2437700000,50,162700000.0,313300000,0.0,86000000,-18000000,-4640300000,159200000.0,-32900000,0,45,44,40,50.0,0,4438200000.0,125900000,895100000,647200000.0,0.0,14302100000.0,2747200000.0,2025700000,4981300000.0,9320800000.0,14302100000.0,4867700000.0,-1662300000.0,2014.0,,,29,29
1465,STZ,29-02-2016,1007300000.0,-129800000,-1100000,16,-891300000,2589000000.0,4.0,83100000.0,10100000,2900000.0,3606100000.0,131.0,0,1022200000,233000000,1815100000,1501200000,-9300000,51100000,3333400000.0,7138600000.0,45,2942300000.0,440600000,3403800000.0,313900000,1851600000,0.0,-87000000,6816200000.0,0.0,132200000,0,761900000,-27000000,1413700000.0,776000000.0,-2207400000.0,1054900000,306100000,1054900000,1106000000,732500000,0,1765100000,27,111600000.0,310400000,0.0,-452500000,-38600000,-1316100000,162500000.0,20700000,0,23,23,16,50.0,0,6090500000.0,104200000,1177200000,1265000000.0,0.0,16965000000.0,2977600000.0,2272300000,6559600000.0,10405400000.0,16965000000.0,6548400000.0,-1670300000.0,2016.0,,,20,20
1470,SWKS,27-09-2013,167700000.0,4900000,-600000,13,-123800000,2041400000.0,284.0,511100000.0,3400000,47000000.0,1025400000.0,597.0,54100000,0,103400000,344500000,344500000,0,0,328600000.0,800500000.0,43,766600000.0,66400000,64800000.0,0,229500000,800000.0,18100000,0.0,0.0,0,0,0,204000000,499700000.0,-172700000.0,-123000000.0,278100000,92000000,278100000,278100000,292700000,6400000,345100000,19,11800000.0,40000000,12000000.0,-900000,-1100000,0,52300000.0,-200000,29100000,19,16,16,470.0,226300000,378900000.0,-182400000,159700000,0.0,0.0,2333100000.0,1073300000.0,179700000,2101100000.0,232000000.0,2333100000.0,1792000000.0,-365300000.0,2013.0,1.48,187905405.4,100,50
1471,SWKS,03-10-2014,271300000.0,-12400000,0,18,-208600000,2248200000.0,271.0,805800000.0,-6100000,47300000.0,1268800000.0,480.0,50800000,0,122700000,565200000,565200000,0,0,555900000.0,851000000.0,45,1022700000.0,107500000,75000000.0,0,270800000,0.0,136600000,0.0,0.0,0,0,0,294700000,772400000.0,-120600000.0,-357100000.0,457700000,66600000,457700000,457700000,317600000,300000,565200000,25,11900000.0,35000000,26300000.0,-4900000,0,-148500000,143800000.0,7300000,25900000,25,22,20,389.0,252200000,794900000.0,-120000000,179100000,0.0,0.0,2973800000.0,1429200000.0,297600000,2532400000.0,441400000.0,2973800000.0,2291500000.0,-553100000.0,2014.0,2.44,187581967.2,2,2
1472,SWKS,02-10-2015,372600000.0,-222200000,500000,25,-430100000,2495200000.0,225.0,1043600000.0,3600000,47600000.0,1703900000.0,413.0,56300000,0,195800000,1023600000,1023600000,0,0,826400000.0,856700000.0,48,1554500000.0,225300000,45000000.0,0,267900000,0.0,196500000,0.0,0.0,0,0,0,237800000,992800000.0,-300300000.0,-454700000.0,798300000,60000000,798300000,798300000,538000000,3400000,1023100000,31,20300000.0,65200000,91300000.0,-8200000,0,-24600000,96300000.0,-39200000,33500000,31,32,24,355.0,303200000,1469200000.0,-234500000,191300000,0.0,0.0,3719400000.0,1914700000.0,463900000,3159200000.0,560200000.0,3719400000.0,3258400000.0,-844600000.0,2015.0,4.21,189619952.5,30,30
1473,SWKS,30-09-2016,152700000.0,121400000,81900000,28,-189300000,2686000000.0,516.0,1083800000.0,-147300000,46200000.0,1623800000.0,952.0,54100000,0,247800000,1200600000,1200600000,0,0,806300000.0,873300000.0,51,1665200000.0,205400000,67000000.0,0,424000000,0.0,-153600000,0.0,0.0,0,0,0,40200000,1095700000.0,-804600000.0,-250900000.0,995200000,52600000,995200000,995200000,416600000,4800000,1118700000,34,52600000.0,77700000,57500000.0,-10900000,-76500000,-61600000,103800000.0,-20400000,33400000,37,34,30,751.0,312400000,2263600000.0,-570800000,195900000,0.0,0.0,3855400000.0,2002100000.0,210200000,3541400000.0,314000000.0,3855400000.0,3289000000.0,-1443500000.0,2016.0,5.27,188842504.7,50,50
1474,SWN,31-12-2012,732022000.0,-36000000,-14000000,23,-2108000000,934939000.0,8.0,62125000.0,18000000,3511000.0,245000000.0,105.0,0,1049138000,815000000,-1115000000,-1150000000,0,0,5836976000.0,0.0,91,2485000000.0,-443000000,0.0,35000000,28141000,0.0,53000000,1668273000.0,0.0,0,0,282000000,38000000,1654000000.0,291000000.0,-1907000000.0,-707000000,1492000000,-707000000,-707000000,377638000,1940000000,-1101000000,40,91639000.0,341008000,35749000.0,149804000,0,201000000,216473000.0,19000000,811000000,42,38,26,102.0,0,1949150000.0,9000000,835000000,0.0,0.0,6737527000.0,808912000.0,767771000,3035872000.0,3701655000.0,6737527000.0,2730000000.0,-1532000.0,2012.0,-2.03,348275862.1,72,22
1475,SWN,31-12-2013,632000000.0,-86000000,28000000,19,-2157000000,969000000.0,3.0,23000000.0,-6000000,4000000.0,328000000.0,94.0,0,1532000000,791000000,1232000000,1190000000,-1000000,0,7297000000.0,0.0,90,3043000000.0,486000000,0.0,42000000,38000000,-96000000.0,9000000,1950000000.0,0.0,0,0,274000000,-31000000,1909000000.0,277000000.0,-2216000000.0,704000000,490000000,704000000,704000000,464000000,0,1204000000,36,107000000.0,119000000,48000000.0,-4000000,-7000000,37000000,256000000.0,7000000,787000000,35,33,21,88.0,0,2653000000.0,10000000,1052000000,8000000.0,0.0,8048000000.0,644000000.0,688000000,3622000000.0,4426000000.0,8048000000.0,3371000000.0,0.0,2013.0,2.01,350248756.2,35,35
1476,SWN,31-12-2014,888000000.0,-66000000,135000000,20,-2043000000,1019000000.0,1.0,53000000.0,1000000,4000000.0,427000000.0,21.0,0,1951000000,952000000,1508000000,1449000000,0,0,13712000000.0,0.0,89,3611000000.0,525000000,0.0,59000000,37000000,-5298000000.0,108000000,2466000000.0,0.0,0,0,4971000000,30000000,2335000000.0,4983000000.0,-7288000000.0,924000000,394000000,924000000,924000000,530000000,0,1373000000,34,98000000.0,495000000,30000000.0,62000000,0,53000000,418000000.0,22000000,942000000,36,31,23,20.0,0,3577000000.0,12000000,1296000000,4510000000.0,0.0,14925000000.0,1115000000.0,5428000000,4662000000.0,10263000000.0,14925000000.0,4038000000.0,0.0,2014.0,2.63,351330798.5,96,46
1477,SWN,31-12-2015,679000000.0,203000000,300000000,200,-1798000000,3409000000.0,2.0,15000000.0,4000000,4000000.0,689000000.0,56.0,0,0,1145000000,-6505000000,-6561000000,0,0,7543000000.0,0.0,78,2444000000.0,-2005000000,0.0,56000000,3000000,-579000000.0,-97000000,4728000000.0,0.0,0,0,-2243000000,-38000000,1580000000.0,20000000.0,-1638000000.0,-4556000000,4879000000,-4662000000,-4556000000,327000000,6950000000,-6522000000,208,174000000.0,48000000,24000000.0,-48000000,0,739000000,393000000.0,2000000,1091000000,209,288,145,55.0,0,-1082000000.0,2342000000,1208000000,4000000.0,0.0,8110000000.0,393000000.0,707000000,2282000000.0,5828000000.0,8110000000.0,3133000000.0,-1000000.0,,,,27,27
1481,SYF,31-12-2015,3740000000.0,-163000000,0,18,0,9351000000.0,,15467000000.0,0,1000000.0,607000000.0,,0,0,174000000,4059000000,3531000000,0,0,0.0,949000000.0,0,0.0,1317000000,701000000.0,528000000,0,-11075000000.0,803000000,0.0,67935000000.0,0,0,-3117000000,497000000,6184000000.0,5116000000.0,-10803000000.0,2214000000,2657000000,2214000000,2214000000,0,0,0,0,2225000000.0,0,43447000000.0,-41000000,8233000000,272000000,0.0,499000000,5690000000,26,28,16,,0,3293000000.0,0,3264000000,13603000000.0,0.0,84135000000.0,0.0,0,12604000000.0,71531000000.0,84135000000.0,13620000000.0,0.0,2015.0,2.66,832330827.1,12,12
